569,,,,,,,,
570,37.2,7.0,51.9,,,,,3.5
571,36.8,36.6,10.7,,,,7.9,7.4
572,50.3,8.9,33.3,,,1.5,,6.0
573,57.9,12.6,22.5,,,1.5,,3.7
574,38.5,43.5,14.8,,,1.2,,1.2
575,38.7,6.6,47.0,,,1.0,1.4,5.3
576,20.0,44.8,16.6,,5.3,1.2,4.4,2.3
577,45.9,7.4,35.6,,,2.5,1.3,6.0
578,14.9,59.3,17.7,,,2.4,,1.2
579,41.7,9.6,40.8,,,1.8,,3.9
580,56.2,10.8,25.3,,,1.8,1.4,4.1
581,34.1,7.7,54.4,,,1.1,1.1,1.5
582,34.4,45.3,14.9,,,1.0,2.7,1.7
583,18.4,50.7,22.9,,,,4.0,2.8
587,48.3,23.4,20.0,,,1.1,3.1,2.7
588,35.2,42.3,12.6,,5.8,,2.3,1.5
589,41.8,33.0,15.2,,5.5,0.9,,3.1
590,21.5,49.8,25.1,,,1.6,,
591,35.6,39.3,16.3,,,2.0,5.8,
592,31.4,51.8,13.7,,,,,2.9
593,34.3,37.0,13.1,,,,8.1,4.8
594,35.4,39.7,14.4,,,,,8.4
595,14.0,51.8,28.7,,,1.9,,2.0
596,17.5,45.9,27.5,,,1.6,3.7,2.5
597,52.0,13.9,27.9,,,1.9,,4.3
598,24.8,52.9,15.5,,,,,6.8
599,30.2,45.5,20.8,,,,,
600,35.8,33.0,27.5,,,0.8,,3.0
601,42.6,35.4,18.3,,,1.4,,1.9
602,40.2,40.1,11.6,,,,4.5,2.8
603,21.9,52.5,17.1,,,,5.1,3.4
604,34.9,26.7,32.4,,,1.6,2.2,2.2
605,40.2,38.7,13.3,,,2.3,,5.3
606,56.6,9.6,25.3,,,2.5,,6.0
607,38.5,36.3,18.6,,,0.8,2.4,2.3
608,48.2,25.4,17.1,,,0.9,3.1,3.2
609,42.5,7.5,44.0,,,1.1,1.8,3.1
610,57.0,21.4,16.4,,,1.6,,3.4
611,17.6,50.6,16.1,,,,7.6,8.1
612,28.9,46.5,13.2,,,,5.8,2.6
613,29.3,45.0,12.0,,,,9.4,4.3
614,14.7,62.7,11.5,,,1.4,,1.6
615,38.5,43.9,13.9,,,1.2,0.8,0.8
616,36.2,2.3,60.0,,,,,1.6
617,44.3,11.0,39.2,,,,2.1,2.7
618,24.7,48.5,15.4,,,,5.7,5.7
619,51.6,6.7,36.2,,,1.2,,3.9
620,51.7,11.5,30.5,,,,,5.5
621,49.1,22.3,25.0,,,1.2,,1.9
622,48.5,5.5,43.1,,,,,2.0
623,60.9,9.9,22.4,,,1.3,1.9,3.3
624,39.5,40.8,16.6,,,,,3.2
625,42.5,36.3,16.8,,,,,2.3
626,52.2,18.5,19.8,,,3.0,,6.5
627,58.8,13.0,19.4,,,4.1,,3.5
628,50.3,8.0,37.4,,,,,3.8
629,52.7,10.1,28.0,,,1.0,,3.1
630,34.3,41.4,13.5,,,,6.6,3.3
631,28.6,47.6,15.2,,,,,7.7
632,40.7,39.0,16.0,,,,,3.7
633,39.5,33.4,19.5,,,1.5,2.5,2.8
634,54.5,15.0,23.4,,,1.2,,6.0
635,50.3,6.8,37.8,,,1.2,,3.9
636,33.9,45.5,13.6,,,,3.8,2.2
637,32.5,42.9,16.5,,,,,4.9
638,48.5,16.7,25.5,,,2.3,,6.2
639,51.7,11.8,27.9,,,2.0,,6.0
640,47.7,27.1,17.4,,,,3.3,4.5
641,25.4,36.9,25.8,,6.2,,3.4,2.4
642,48.6,17.3,28.8,,,,,4.4
643,52.4,21.3,21.5,,,,,4.8
644,36.9,14.3,11.9,,,,2.2,2.9
645,25.6,44.1,22.4,,,,3.9,3.5
646,32.9,5.2,55.7,,,,2.0,4.1
647,22.5,33.4,7.5,,26.2,,,3.5
648,26.1,40.0,25.2,,,3.6,2.5,2.4
649,43.0,17.1,36.1,,,,1.8,2.1
650,47.5,20.3,21.2,,,1.5,3.6,4.2
